Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
Uri: The Surgical Strike,2019,138,8.2,78.69,34709,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",2010,Very Good,Long (120–180 min)
Tumbbad,2018,104,8.2,78.69,34709,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,2010,Very Good,Standard (90–120 min)
Andhadhun,2018,139,8.2,78.69,34709,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",2010,Very Good,Long (120–180 min)
K.G.F: Chapter 1,2018,156,8.2,78.69,34709,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine.",2010,Very Good,Long (120–180 min)
Green Book,2018,130,8.2,69.0,34709,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,2010,Very Good,Long (120–180 min)
Everything Everywhere All at Once,2022,139,8.2,81.0,34709,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led.",2020,Very Good,Long (120–180 min)
Vikram Vedha,2017,147,8.2,78.69,34709,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",2010,Very Good,Long (120–180 min)
Baahubali 2: The Conclusion,2017,167,8.2,78.69,34709,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",2010,Very Good,Long (120–180 min)
Drishyam,2015,163,8.2,78.69,34709,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",2010,Very Good,Long (120–180 min)
Bhaag Milkha Bhaag,2013,186,8.2,78.69,34709,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",2010,Very Good,Epic (>180 min)
Inside Out,2015,95,8.2,94.0,34709,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",2010,Very Good,Standard (90–120 min)
Gangs of Wasseypur,2012,321,8.2,89.0,34709,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",2010,Very Good,Epic (>180 min)
Paan Singh Tomar,2012,135,8.2,78.69,34709,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",2010,Very Good,Long (120–180 min)
The Secret in Their Eyes,2009,129,8.2,80.0,34709,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2000,Very Good,Long (120–180 min)
Warrior,2011,140,8.2,71.0,34709,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",2010,Very Good,Long (120–180 min)
Shutter Island,2010,138,8.2,63.0,34709,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",2010,Very Good,Long (120–180 min)
Demon Slayer the Movie: Mugen Train,2020,117,8.2,72.0,34709,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",2020,Very Good,Standard (90–120 min)
Miracle in Cell No. 7,2019,132,8.2,78.69,34709,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,2010,Very Good,Long (120–180 min)
Article 15,2019,130,8.2,78.69,34709,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",2010,Very Good,Long (120–180 min)
The Father,2020,97,8.2,88.0,34709,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020,Very Good,Standard (90–120 min)
The Wolf of Wall Street,2013,180,8.2,75.0,34709,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",2010,Very Good,Long (120–180 min)
No Country for Old Men,2007,122,8.2,92.0,34709,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,2000,Very Good,Long (120–180 min)
My Father and My Son,2005,112,8.2,78.69,34709,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,2000,Very Good,Standard (90–120 min)
There Will Be Blood,2007,158,8.2,93.0,34709,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",2000,Very Good,Long (120–180 min)
Pan's Labyrinth,2006,118,8.2,98.0,34709,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",2000,Very Good,Standard (90–120 min)
V for Vendetta,2006,132,8.2,62.0,34709,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",2000,Very Good,Long (120–180 min)
Batman Begins,2005,140,8.2,70.0,34709,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",2000,Very Good,Long (120–180 min)
Downfall,2004,156,8.2,82.0,34709,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",2000,Very Good,Long (120–180 min)
Howl's Moving Castle,2004,119,8.2,80.0,34709,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",2000,Very Good,Standard (90–120 min)
A Beautiful Mind,2001,135,8.2,72.0,34709,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",2000,Very Good,Long (120–180 min)
Kill Bill: Vol. 1,2003,111,8.2,69.0,34709,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",2000,Very Good,Standard (90–120 min)
Finding Nemo,2003,100,8.2,90.0,34709,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",2000,Very Good,Standard (90–120 min)
The Sixth Sense,1999,107,8.2,64.0,34709,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",1990,Very Good,Standard (90–120 min)
"Lock, Stock and Two Smoking Barrels",1998,107,8.2,66.0,34709,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",1990,Very Good,Standard (90–120 min)
The Truman Show,1998,103,8.2,90.0,34709,An insurance salesman discovers his whole life is actually a reality TV show.,1990,Very Good,Standard (90–120 min)
L.A. Confidential,1997,138,8.2,90.0,34709,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",1990,Very Good,Long (120–180 min)
Children of Heaven,1997,89,8.2,77.0,34709,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",1990,Very Good,Short (<90 min)
Casino,1995,178,8.2,73.0,34709,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",1990,Very Good,Long (120–180 min)
Jurassic Park,1993,127,8.2,68.0,34709,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,1990,Very Good,Long (120–180 min)
Unforgiven,1992,130,8.2,85.0,34709,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",1990,Very Good,Long (120–180 min)
Indiana Jones and the Last Crusade,1989,127,8.2,65.0,34709,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",1980,Very Good,Long (120–180 min)
Die Hard,1988,132,8.2,72.0,34709,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,1980,Very Good,Long (120–180 min)
Ran,1985,162,8.2,96.0,34709,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",1980,Very Good,Long (120–180 min)
The Thing,1982,109,8.2,57.0,34709,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,1980,Very Good,Standard (90–120 min)
Raging Bull,1980,129,8.2,89.0,34709,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980,Very Good,Long (120–180 min)
The Elephant Man,1980,124,8.2,78.0,34709,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",1980,Very Good,Long (120–180 min)
Taxi Driver,1976,114,8.2,94.0,34709,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",1970,Very Good,Standard (90–120 min)
Monty Python and the Holy Grail,1975,91,8.2,91.0,34709,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",1970,Very Good,Standard (90–120 min)
Dersu Uzala,1975,142,8.2,78.69,34709,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,1970,Very Good,Long (120–180 min)
Chinatown,1974,130,8.2,92.0,34709,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",1970,Very Good,Long (120–180 min)
Z,1969,127,8.2,86.0,34709,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,1960,Very Good,Long (120–180 min)
